Date,H_Team,H_MP,H_FG,H_FGA,H_FG%,H_3P,H_3PA,H_3P%,H_FT,H_FTA,H_FT%,H_ORB,H_DRB,H_TRB,H_AST,H_STL,H_BLK,H_TOV,H_PF,H_PTS,H_+/-,A_Team,A_MP,A_FG,A_FGA,A_FG%,A_3P,A_3PA,A_3P%,A_FT,A_FTA,A_FT%,A_ORB,A_DRB,A_TRB,A_AST,A_STL,A_BLK,A_TOV,A_PF,A_PTS,A_+/-
"May 29, 2021",MIA,240,40,91,.440,11,33,.333,12,14,.857,8,32,40,25,6,3,12,20,103,,MIL,240,46,99,.465,13,42,.310,15,18,.833,15,41,56,29,5,4,11,18,120,
"May 28, 2021",DAL,240,38,86,.442,20,39,.513,12,18,.667,13,20,33,17,4,2,8,17,108,,LAC,240,44,76,.579,13,31,.419,17,18,.944,7,32,39,24,4,4,9,21,118,
"May 28, 2021",BOS,240,45,89,.506,16,39,.410,19,23,.826,13,33,46,21,5,3,13,25,125,,BRK,240,38,84,.452,16,38,.421,27,31,.871,10,27,37,16,8,3,9,23,119,
"May 28, 2021",ATL,240,42,81,.519,16,27,.593,5,8,.625,4,38,42,28,2,5,11,23,105,,NYK,240,29,81,.358,9,30,.300,27,30,.900,13,32,45,14,6,2,11,21,94,
"May 27, 2021",POR,240,45,100,.450,14,45,.311,11,13,.846,14,31,45,20,6,4,7,24,115,,DEN,240,39,84,.464,20,38,.526,22,27,.815,12,33,45,24,4,4,13,18,120,
"May 27, 2021",LAL,240,38,86,.442,7,28,.250,26,30,.867,15,36,51,19,10,4,20,19,109,,PHO,240,35,82,.427,11,29,.379,14,18,.778,8,27,35,24,8,6,17,24,95,
"May 27, 2021",MIA,240,32,85,.376,9,32,.281,11,13,.846,7,35,42,19,9,6,15,26,84,,MIL,240,43,89,.483,13,36,.361,14,18,.778,10,45,55,25,6,2,15,19,113,
"May 26, 2021",UTA,240,49,90,.544,19,39,.487,24,31,.774,12,30,42,28,2,4,12,25,141,,MEM,240,46,85,.541,8,23,.348,29,38,.763,9,24,33,20,6,4,11,25,129,
"May 26, 2021",NYK,240,36,94,.383,12,33,.364,17,23,.739,13,41,54,15,8,2,10,20,101,,ATL,240,31,84,.369,12,44,.273,18,22,.818,6,35,41,17,5,12,13,21,92,
"May 26, 2021",PHI,240,49,88,.557,9,21,.429,13,19,.684,8,37,45,26,10,14,11,21,120,,WAS,240,37,92,.402,2,22,.091,19,30,.633,13,27,40,22,3,2,13,21,95,
"May 25, 2021",LAC,240,45,84,.536,13,33,.394,18,20,.900,9,30,39,23,7,3,13,22,121,,DAL,240,48,82,.585,18,34,.529,13,24,.542,4,30,34,25,8,4,11,19,127,
"May 25, 2021",PHO,240,33,71,.465,8,26,.308,28,30,.933,4,27,31,21,4,3,13,23,102,,LAL,240,36,80,.450,10,33,.303,27,31,.871,8,31,39,24,9,6,7,23,109,
"May 25, 2021",BRK,240,46,88,.523,17,38,.447,21,22,.955,12,34,46,31,7,7,14,23,130,,BOS,240,39,92,.424,12,34,.353,18,23,.783,15,28,43,23,10,4,15,20,108,
"May 24, 2021",DEN,240,46,86,.535,12,28,.429,24,30,.800,10,25,35,29,12,3,12,25,128,,POR,240,35,73,.479,16,33,.485,23,28,.821,10,30,40,15,3,7,21,27,109,
"May 24, 2021",MIL,240,46,94,.489,22,53,.415,18,20,.900,21,40,61,34,8,5,15,25,132,,MIA,240,33,82,.402,8,28,.286,24,35,.686,9,27,36,20,6,2,11,13,98,
"May 23, 2021",UTA,240,34,81,.420,12,47,.255,29,33,.879,12,38,50,20,3,11,14,21,109,,MEM,240,45,100,.450,7,20,.350,15,21,.714,16,26,42,18,12,5,9,23,112,
"May 23, 2021",NYK,240,42,94,.447,10,30,.333,11,15,.733,13,36,49,21,3,4,11,16,105,,ATL,240,42,90,.467,12,34,.353,11,12,.917,7,35,42,17,6,7,6,13,107,
"May 23, 2021",PHO,240,40,86,.465,9,28,.321,10,12,.833,16,31,47,24,7,4,14,20,99,,LAL,240,33,76,.434,7,26,.269,17,28,.607,10,23,33,19,10,5,14,18,90,
"May 23, 2021",PHI,240,46,93,.495,10,32,.313,23,33,.697,13,27,40,27,10,5,11,18,125,,WAS,240,49,88,.557,8,20,.400,12,15,.800,7,34,41,26,4,4,15,24,118,
"May 22, 2021",DEN,240,47,93,.505,11,36,.306,4,8,.500,11,37,48,22,3,7,8,18,109,,POR,240,43,91,.473,19,40,.475,18,19,.947,10,29,39,29,3,2,6,14,123,
"May 22, 2021",BRK,240,35,84,.417,8,34,.235,26,29,.897,14,36,50,18,7,7,11,22,104,,BOS,240,31,84,.369,11,30,.367,20,26,.769,11,29,40,19,6,12,12,18,93,
"May 22, 2021",LAC,240,37,84,.440,11,40,.275,18,24,.750,13,26,39,22,7,7,5,21,103,,DAL,240,38,76,.500,17,36,.472,20,26,.769,10,32,42,22,2,3,12,21,113,
"May 22, 2021",MIL,265,42,96,.438,5,31,.161,20,33,.606,15,49,64,19,11,1,17,18,109,,MIA,265,36,99,.364,20,50,.400,15,19,.789,12,39,51,22,8,3,17,23,107,
"May 21, 2021",GSW,265,42,94,.447,12,34,.353,16,20,.800,11,37,48,30,7,7,21,23,112,,MEM,265,40,98,.408,15,35,.429,22,26,.846,16,31,47,22,14,6,13,23,117,
"May 20, 2021",WAS,240,54,93,.581,14,28,.500,20,26,.769,7,45,52,34,7,9,15,20,142,,IND,240,41,100,.410,15,41,.366,18,21,.857,9,31,40,30,9,4,14,19,115,
"May 19, 2021",LAL,240,37,91,.407,10,31,.323,19,25,.760,13,36,49,27,15,7,11,18,103,,GSW,240,37,83,.446,15,34,.441,11,15,.733,9,37,46,19,8,8,20,21,100,
"May 19, 2021",MEM,240,40,90,.444,7,22,.318,13,24,.542,11,45,56,18,4,11,9,19,100,,SAS,240,34,97,.351,8,22,.364,20,24,.833,15,40,55,20,5,7,8,22,96,
"May 18, 2021",BOS,240,38,96,.396,15,45,.333,27,32,.844,14,35,49,20,8,5,10,17,118,,WAS,240,40,92,.435,3,21,.143,17,20,.850,13,36,49,17,5,9,15,31,100,
"May 18, 2021",IND,240,58,105,.552,16,35,.457,12,15,.800,12,42,54,35,7,5,16,21,144,,CHO,240,43,94,.457,12,40,.300,19,25,.760,7,29,36,26,8,6,14,14,117,
"May 16, 2021",SAC,240,42,90,.467,9,30,.300,6,10,.600,5,34,39,24,10,5,12,22,99,,UTA,240,41,86,.477,18,39,.462,21,25,.840,9,41,50,28,9,3,16,14,121,
"May 16, 2021",POR,240,46,87,.529,18,43,.419,22,26,.846,11,40,51,24,3,6,13,16,132,,DEN,240,44,98,.449,14,37,.378,14,15,.933,10,26,36,20,8,2,6,20,116,
"May 16, 2021",OKC,240,50,94,.532,8,26,.308,9,16,.563,14,40,54,20,1,12,15,11,117,,LAC,240,45,106,.425,10,43,.233,12,15,.800,16,28,44,17,8,3,3,14,112,
